
id,jira_id,summary,module,priority,severity,labels,preconditions,steps,expected_result,test_type,owner,sprint,status
TC-04122,VWO-3037,Verify Browser=Brave condition saved (after refresh),Segmentation,P1,Major,chrome|dataloss|e2e|edge|regression,Segment Draft,1. Add browser || 2. Save,Saved,Functional,vikram.singh,VWO-25.S10,Active
TC-04123,VWO-5251,Verify scroll-depth goal at 75% triggers on long article (clean install),Goals,P1,Major,i18n|regression|ui,Campaign Draft,1. Add scroll-depth goal=75 || 2. Save,Scrolling past 75% logs conversion,Functional,ishaan.mehta,VWO-25.S09,Active
TC-04124,VWO-5177,Verify Split URL test creation with 2 variants (after upgrade),Split URL,P2,Critical,chrome|integration|regression|safari,User logged in,1. Navigate /campaigns/split/new || 2. Enter control URL '/pricing' || 3. Add variant '/pricing-v2' || 4. Save & Launch,Split URL test live | Redirect rule applied to /pricing,Functional,riya.sharma,VWO-25.S45,Active
TC-04125,VWO-2269,Verify scrollmap rendering for '/landing/black-friday' (cold start),Heatmaps,P3,Trivial,billing|ui,Heatmap recorded 1k+ sessions,1. Open Heatmap || 2. Switch to Scrollmap,Color gradient overlays page | Avg fold depth shown,UI,riya.sharma,VWO-25.S12,Active
TC-04126,VWO-4893,Verify MVT preview lets QA pick any combination (third-party blocked),MVT,P2,Major,edge|i18n|integration|smoke,MVT Draft,1. Click Preview || 2. Pick combination 'A2-B1-C2',Preview URL renders that combination,Functional,harsh.gupta,VWO-25.S46,Active
TC-04127,VWO-1344,Verify outbound webhook for goal conversion to Pardot (cookieless),Integrations,P3,Minor,api|billing|e2e|integration|ui,Webhook URL set for Pardot,1. Trigger goal,POST received within 10s with JSON payload,Integration,vikram.singh,VWO-25.S13,Active
TC-04128,VWO-1073,Verify translation of NPS survey to fr-FR (third-party blocked),Surveys,P1,Critical,e2e|i18n|safari|ui,Survey Draft,1. Open Translations || 2. Add fr-FR strings || 3. Save,French speakers see French text,Functional,harsh.gupta,VWO-25.S31,Archived
TC-04129,VWO-2991,Verify filtering Heatmap by mobile segment for '/blog' (strict CSP),Heatmaps,P3,Minor,mobile|smoke,Heatmap data ready,1. Apply Segment 'Mobile only',Heatmap reflects only mobile sessions,Functional,arjun.kapoor,VWO-25.S14,Active
TC-04130,VWO-4242,Verify recording playback uses < 200MB memory for 10-min session (IE-removed),Session Recordings,P1,Major,accessibility|performance,10-min recording,1. Open Devtools memory || 2. Play to end,Memory stays below 200MB,Performance,ishaan.mehta,VWO-25.S29,Active
TC-04131,VWO-1980,Verify A/B campaign data forwards to Zapier (role: Viewer),Integrations,P1,Critical,e2e|integration|sanity|security,Zapier connected,1. Run A/B test 1h,Events visible in Zapier dashboard,Integration,harsh.gupta,VWO-25.S52,Active
TC-04132,VWO-3261,Verify deleting click goal asks for confirmation (role: Admin),Goals,P1,Trivial,gdpr|regression,Campaign 2082 has goal,1. Click delete || 2. Confirm,Goal removed | Audit log entry,Functional,aditya.rao,VWO-25.S49,Active
TC-04133,VWO-5928,Verify video-play goal triggers on YouTube embed play (role: Editor),Goals,P3,Major,regression|sanity,YouTube iframe on page,1. Add video goal || 2. Play video,Conversion recorded,Functional,promode.dutta,VWO-25.S41,Active
TC-04134,VWO-1123,Verify deleting MVT section requires confirmation (EU DC),MVT,P3,Critical,chrome|regression,MVT Draft 3-section,1. Click delete on Section B || 2. Confirm,Section removed | Combos recalculated,Functional,dev.ranganathan,VWO-25.S08,Active
TC-04135,VWO-3658,Verify editing scroll-depth goal name updates campaign report (US DC),Goals,P3,Critical,accessibility|gdpr|i18n|regression,Campaign 1587 has goal,1. Open goal || 2. Rename || 3. Save,Name updated everywhere,Functional,neha.khanna,VWO-25.S38,Draft
TC-04136,VWO-4556,"Verify user context (id, attributes) used for bucketing in PHP (Asia DC)",FullStack,P1,Critical,api|e2e|mobile|regression|security,Context with attribs,1. Bucket user,Bucket respects attribute rules,Functional,vikram.singh,VWO-25.S14,Active
TC-04137,VWO-2933,Verify scheduling A/B test for future start activates on time (smoke),AB Testing,P2,Minor,accessibility|e2e|edge|integration|regression,User has Editor role,1. Create A/B test || 2. Set Schedule > Start at +1h || 3. Save & Schedule,Status = Scheduled until start | Auto-launches at scheduled time,Functional,sara.patel,VWO-25.S39,Active
TC-04138,VWO-1925,Verify open-text survey shown on tablet only (regression),Surveys,P1,Major,chrome|regression,Survey Draft,1. Audience=Tablet || 2. Launch,Tablet visitors see it; others do not,Functional,arjun.kapoor,VWO-25.S36,Active
TC-04139,VWO-2784,Verify GEO targeting limits A/B test to country IN (p1),AB Testing,P1,Critical,chrome|firefox|gdpr|regression,IP-to-Geo enabled,1. Add condition Country=IN || 2. Save,Indian IPs bucketed | Non-IN ignored,Functional,neha.khanna,VWO-25.S44,Active
TC-04140,VWO-5549,Verify share link for a recording requires auth (p1),Session Recordings,P3,Minor,accessibility|billing|firefox|security,Recording open,1. Click Share || 2. Open link in incognito,Login prompt shown | Cannot view without auth,Security,neha.khanna,VWO-25.S34,Active
TC-04141,VWO-3952,Verify filtering goal report by date range last 7d (critical-path),Goals,P1,Critical,chrome|regression,Goal report,1. Apply Last 7 days,Numbers reflect 7d only,Functional,arjun.kapoor,VWO-25.S40,Active
TC-04142,VWO-2627,Verify dragging hero image resizes preserving aspect ratio (edge case),Editor,P0,Critical,accessibility|e2e|ui,Editor loaded,1. Drag corner of image,Aspect ratio preserved,UI,neha.khanna,VWO-25.S15,Active
TC-04143,VWO-3447,Verify Preview mode renders Variation B without affecting visitors (negative),AB Testing,P2,Minor,billing|mobile|performance|regression|smoke,A/B test in Draft,1. Click Preview || 2. Choose Variation B || 3. Open generated preview URL,Variation B rendered with debug bar | No bucket entry recorded,Functional,dev.ranganathan,VWO-25.S44,Active
TC-04144,VWO-4942,Verify same user always buckets to same variation in Java (negative),FullStack,P2,Critical,regression|sanity,Same userId twice,1. Bucket twice,Same variation returned,Functional,vikram.singh,VWO-25.S14,Active
TC-04145,VWO-3075,Verify minimum OAuth scopes requested for Shopify (positive),Integrations,P2,Major,dataloss|security,User initiates connect,1. Inspect consent screen,Only required scopes listed,Security,arjun.kapoor,VWO-25.S34,Active
TC-04146,VWO-2000,Verify SDK does not crash app when API returns 500 on iOS (retry),Mobile,P3,Major,billing|gdpr|mobile|safari,API returns 500,1. Open app,App stable; SDK logs error,Negative,dev.ranganathan,VWO-25.S33,Active
TC-04147,VWO-1345,Verify session recordings list paginates 50 per page (low-bandwidth),Session Recordings,P2,Major,chrome|regression,Recordings enabled,1. Navigate /recordings || 2. Scroll to next page,50 rows per page | Pagination works,Functional,riya.sharma,VWO-25.S44,Active
TC-04148,VWO-2299,Verify reordering goals via drag in goals list (rtl locale),Goals,P3,Major,e2e|firefox|gdpr|security|ui,Campaign with 5 goals,1. Drag goal #5 to #1 || 2. Save,Order persisted,Functional,harsh.gupta,VWO-25.S49,Active
TC-04149,VWO-3646,Verify reactivating a deactivated user restores access (rtl locale),Admin,P3,Trivial,chrome|e2e|regression|sanity,Deactivated user,1. Click Reactivate,User can login again,Functional,vikram.singh,VWO-25.S27,Active
TC-04150,VWO-3556,Verify Android SDK trackEvent('purchase') hits goal (en-US),Mobile,P2,Critical,billing|chrome|mobile,Goal registered,1. Call SDK trackEvent,Goal count increments in dashboard,Functional,harsh.gupta,VWO-25.S14,Active
TC-04151,VWO-5861,Verify A/B test saves as Draft when launch is skipped (en-GB),AB Testing,P3,Trivial,billing|performance|regression|ui,User on /campaigns/ab/new,1. Fill name 'Hero CTA Draft' || 2. Add 2 variations || 3. Click 'Save as Draft',Campaign appears under Drafts tab | Status badge = 'Draft',Functional,anika.bose,VWO-25.S33,Active
TC-04152,VWO-4873,Verify 302 redirect (default) in Split URL test (fr-FR),Split URL,P3,Trivial,api|regression,Split URL test in Draft,1. Leave redirect type default || 2. Launch,Variant returns HTTP 302,Functional,ishaan.mehta,VWO-25.S04,Draft
TC-04153,VWO-2707,Verify only one active connection per Intercom workspace (de-DE),Integrations,P1,Minor,e2e|gdpr|i18n|regression|smoke,Intercom already connected,1. Try connect again,Warning 'Already connected',Negative,neha.khanna,VWO-25.S05,Active
TC-04154,VWO-1769,Verify URL-based funnel step matches with regex (hi-IN),Funnels,P2,Major,billing|regression|smoke,Funnel new,1. Add step regex '/checkout/.*' || 2. Save,Regex saved | Matches multiple URLs,Functional,sara.patel,VWO-25.S29,Active
TC-04155,VWO-4775,Verify share-link for campaign report (read-only) (hi-IN),Reports,P1,Minor,edge|gdpr|security,Report ready,1. Click Share > Public link,Anonymous viewer can read but not edit,Security,anika.bose,VWO-25.S27,Active
TC-04156,VWO-2631,Verify archiving completed A/B campaign hides it from Active list (pt-BR),AB Testing,P1,Critical,accessibility|i18n|mobile|regression,Campaign 3312 status = Completed,1. Open /campaigns/3312/overview || 2. Click overflow > Archive || 3. Confirm,Campaign moved to /campaigns?status=archived | Removed from Active list,Functional,ishaan.mehta,VWO-25.S28,Active
TC-04157,VWO-1274,Verify creating multi-choice survey via /surveys/new (Chrome),Surveys,P2,Minor,performance|regression,User logged in,1. Navigate /surveys/new || 2. Pick multi-choice || 3. Add question text || 4. Save,multi-choice survey saved | Live URL generated,Functional,neha.khanna,VWO-25.S19,Draft
TC-04158,VWO-3024,Verify MVT save blocked when zero sections defined (Firefox),MVT,P1,Critical,integration|regression|security,User on /campaigns/mvt/new,1. Enter name only || 2. Save,Error 'At least one section required',Negative,neha.khanna,VWO-25.S52,Active
TC-04159,VWO-4628,Verify launching paused A/B campaign 4720 resumes traffic (Safari),AB Testing,P3,Trivial,billing|edge|firefox|regression|smoke,Campaign 4720 status = Paused,1. Open /campaigns/4720/overview || 2. Click 'Resume' || 3. Confirm in modal,Status switches to Running | Traffic counter increments within 60s,Functional,promode.dutta,VWO-25.S10,Active
TC-04160,VWO-4152,Verify anonymous response setting strips visitor PII for likert (Edge),Surveys,P1,Major,api|gdpr|performance,GDPR mode on,1. Toggle anonymous=on || 2. Launch,Responses store no IP/email,Security,arjun.kapoor,VWO-25.S36,Active
TC-04161,VWO-3039,Verify creating revenue goal in campaign #2604 (tablet),Goals,P2,Minor,firefox|gdpr|performance|regression,Campaign 2604 Draft,1. Open /campaigns/2604/goals || 2. Click Add Goal || 3. Pick type revenue || 4. Configure || 5. Save,Goal saved with type revenue | Visible in goals list,Functional,harsh.gupta,VWO-25.S12,Draft
TC-04162,VWO-1999,Verify UTM-source-based Personalization for 'newsletter' (tablet),Personalization,P1,Critical,i18n|regression,Personalize Draft,1. Audience utm_source=newsletter || 2. Save,Visitors with that UTM see variant,Functional,riya.sharma,VWO-25.S17,Archived
TC-04163,VWO-1103,Verify duplicating Heatmap copies URL and segment filters (slow 3G),Heatmaps,P2,Major,regression|smoke,Heatmap exists,1. Click Duplicate,Copy retains URL & filters,Functional,neha.khanna,VWO-25.S46,Active
TC-04164,VWO-4125,Verify Personalization report shows engagement uplift (re-entry),Personalization,P1,Critical,e2e|integration|regression,Personalize ran 7d,1. Open /campaigns/personalize/{id}/report,Engagement % delta vs baseline shown,Functional,promode.dutta,VWO-25.S29,Active
TC-04165,VWO-3048,Verify GEO targeting limits A/B test to country IN (cold start),AB Testing,P2,Critical,firefox|integration|regression|ui,IP-to-Geo enabled,1. Add condition Country=IN || 2. Save,Indian IPs bucketed | Non-IN ignored,Functional,harsh.gupta,VWO-25.S38,Active
TC-04166,VWO-2574,Verify equal traffic share among 3 Split URL variants (after refresh),Split URL,P1,Trivial,accessibility|e2e|regression,3-variant Split URL launched,1. Generate 3000 visits,Each variant gets ~1000 ±5%,Functional,kavya.iyer,VWO-25.S20,Active
TC-04167,VWO-2487,Verify scheduling A/B test for future start activates on time (clean install),AB Testing,P2,Trivial,accessibility|firefox|mobile|regression|ui,User has Editor role,1. Create A/B test || 2. Set Schedule > Start at +1h || 3. Save & Schedule,Status = Scheduled until start | Auto-launches at scheduled time,Functional,sara.patel,VWO-25.S14,Active
TC-04168,VWO-4851,Verify multi-choice survey triggers after 30s on page (after upgrade),Surveys,P2,Minor,api|edge|gdpr|regression,Survey Draft,1. Set trigger Time on page=30s || 2. Launch,Survey opens at 30s mark,Functional,sara.patel,VWO-25.S52,Active
TC-04169,VWO-5314,Verify filter 'Rage clicks' shows only rage-click sessions (cold start),Session Recordings,P0,Major,billing|i18n|regression|safari|security,Recordings list open,1. Apply filter Rage clicks=true,List filtered | Each session has rage-click marker,Functional,aditya.rao,VWO-25.S20,Active
TC-04170,VWO-4214,Verify disconnecting Intercom revokes tokens (warm cache),Integrations,P1,Minor,sanity|security,Intercom connected,1. Click Disconnect || 2. Confirm,Tokens revoked | Status = Disconnected,Security,riya.sharma,VWO-25.S01,Active
TC-04171,VWO-3183,Verify iOS SDK applies variation copy to UI label (cookieless),Mobile,P2,Minor,chrome|mobile,A/B campaign Active,1. Open screen,UI shows variation copy,Functional,ishaan.mehta,VWO-25.S45,Active
TC-04172,VWO-1459,Verify duplicating Personalization carries audience and changes (third-party blocked),Personalization,P2,Major,regression|sanity|smoke,Personalization exists,1. Duplicate,Copy has same audience + changes,Functional,riya.sharma,VWO-25.S48,Active
TC-04173,VWO-2196,Verify form-submit goal counts /signup form submissions (strict CSP),Goals,P1,Major,api|chrome|performance|regression|ui,Form on /signup,1. Add form-submit goal selector=#signup-form || 2. Submit form,Conversion logged,Functional,anika.bose,VWO-25.S31,Archived
TC-04174,VWO-1657,Verify renaming revenue goal updates references (IE-removed),Goals,P0,Major,dataloss|integration|regression,Goal in 2 campaigns,1. Rename goal || 2. Save,Both campaigns show new name,Functional,kavya.iyer,VWO-25.S10,Active
TC-04175,VWO-5682,Verify Personalization supports up to 25 audience rules (role: Viewer),Personalization,P2,Major,chrome|e2e|performance|regression,Personalize Draft,1. Add 25 conditions || 2. Save,Saved with 25 conditions | 26th rejected,Boundary,anika.bose,VWO-25.S51,Active
TC-04176,VWO-1259,Verify scheduled Personalization activates at start time (role: Editor),Personalization,P1,Critical,accessibility|regression|ui,Personalize Draft,1. Set Start = +30m || 2. Save & Schedule,"Status Scheduled, then Running at start",Functional,aditya.rao,VWO-25.S04,Active
TC-04177,VWO-4798,"Verify user context (id, attributes) used for bucketing in PHP (role: Editor)",FullStack,P3,Minor,integration|regression,Context with attribs,1. Bucket user,Bucket respects attribute rules,Functional,sara.patel,VWO-25.S39,Active
TC-04178,VWO-4042,Verify funnel supports up to 10 steps (EU DC),Funnels,P2,Critical,dataloss|regression,User on /funnels/new,1. Add 10 steps || 2. Save,Funnel saved with 10 steps | 11th rejected,Boundary,ishaan.mehta,VWO-25.S45,Active
TC-04179,VWO-5082,Verify MVT save blocked when zero sections defined (US DC),MVT,P3,Trivial,e2e|edge|mobile|regression,User on /campaigns/mvt/new,1. Enter name only || 2. Save,Error 'At least one section required',Negative,neha.khanna,VWO-25.S49,Active
TC-04180,VWO-3552,Verify rollback of A/B test variation to previous revision (Asia DC),AB Testing,P2,Major,api|chrome|regression,Campaign 3824 has 3 saved revisions,1. Open /campaigns/3824/editor history || 2. Select revision 2 || 3. Click Restore,Editor reverts to revision 2 contents | Toast 'Restored',Functional,arjun.kapoor,VWO-25.S36,Active
